,camera_model,generation,price,region,date,title,link
1106,ZF,1,72500,高雄市,2024-01-09,NIKON ZF 單機身 公司貨 全新未拆,http://market.dcview.com/post/390006
1108,Z6,1,45000,桃園市,2024-01-08,Z6 Il 公司貨 過保 Z 50f1.8s 平輸 過保,http://market.dcview.com/post/389876
1110,Z7,1,39000,高雄市,2024-01-08,NIKON Z7 水貨過保,http://market.dcview.com/post/389724
1113,Z6,2,40000,桃園市,2024-01-07,NIKON Z6 II Z62 二代 國祥公司貨,http://market.dcview.com/post/389608
1115,ZFC,1,28000,台北市,2024-01-07,全新nikon zfc 黑色機身 Z fc公司貨 兩年保固 大安站面交,http://market.dcview.com/post/389560
1116,Z6,2,40000,台北市,2024-01-05,Nikon Z6ii 公司貨 單機身 有保固,http://market.dcview.com/post/389300
1117,Z6,2,56000,台中市,2024-01-05,賣兩台Nikon d5 cf xqd各一 Z7ii Z6ii d500 d800 d800e d810原廠手把,http://market.dcview.com/post/389288
1118,Z7,2,58000,新北市,2024-01-04,Nikon Z7II Z72 Z7 Mark II 二代 單機身,http://market.dcview.com/post/389115
1119,Z5,1,23000,新竹市,2024-01-04,NIKON Z5,http://market.dcview.com/post/389079
1120,Z8,1,105000,新北市,2024-01-04,NIKON Z8 保內公司貨,http://market.dcview.com/post/388959
1123,Z6,2,42000,台北市,2024-01-03,Nikon Z6II 公司貨 單機身 保固內 極新,http://market.dcview.com/post/388819
1124,Z6,1,34000,桃園市,2024-01-02,Z6 Il 公司貨 過保,http://market.dcview.com/post/388706
1125,Z8,1,112000,桃園市,2024-01-02,Nikon z8 國祥公司貨 全新未拆,http://market.dcview.com/post/388615
1127,Z50,1,15800,台北市,2024-01-02,Nikon Z50 單機身 公司貨 (有盒有單),http://market.dcview.com/post/388582
1129,Z9,1,125000,高雄市,2024-01-01,nikon z9,http://market.dcview.com/post/388385
1131,Z9,1,125000,高雄市,2023-12-29,Nikon Z9,http://market.dcview.com/post/388040
1132,Z50,1,16000,台北市,2023-12-29,Nikon Z50 公司貨 (盒單配件全),http://market.dcview.com/post/387952
1134,Z5,1,23000,台南市,2023-12-28,Nikon Z5 單機身 公司貨過保 跨年特賣 台東 台南 高雄,http://market.dcview.com/post/387788
1135,Z6,1,26000,台北市,2023-12-28,Nikon Z6 (有國祥免費清感光元件服務),http://market.dcview.com/post/387765
1136,Z6,1,25500,桃園市,2023-12-28,Nikon Z6 單機身 (國祥公司貨) 含2電池,http://market.dcview.com/post/387700
1139,Z8,1,102000,嘉義市,2023-12-27,nikon Z8 公,http://market.dcview.com/post/387493
1140,Z5,1,24000,高雄市,2023-12-27,Nikon Z5 單機身 公司貨過保 台南高雄台東,http://market.dcview.com/post/387492
1141,Z8,1,106000,高雄市,2023-12-26,Nikon Z8,http://market.dcview.com/post/387415
1142,Z30,1,20000,台北市,2023-12-26,Nikon z30,http://market.dcview.com/post/387363
1143,Z6,2,40000,台北市,2023-12-26,Nikon Z6ii 公司貨 單機身 保固內 99%新,http://market.dcview.com/post/387296
1144,Z50,1,16500,桃園市,2023-12-26,Nikon Z50 單機身 (國祥公司貨) 低快門,http://market.dcview.com/post/387246
1145,Z5,1,24000,台南市,2023-12-26,Nikon Z5 單機身 公司貨過保 台南 高雄 台東,http://market.dcview.com/post/387244
1146,Z9,1,125000,高雄市,2023-12-26,Nikon Z9,http://market.dcview.com/post/387224
1147,Z6,1,22000,新竹市,2023-12-25,Nikon Z6 單機身大全配,http://market.dcview.com/post/387199
1148,Z9,1,128000,高雄市,2023-12-25,Nikon z9,http://market.dcview.com/post/387164
1150,Z5,1,25000,高雄市,2023-12-24,Nikon Z5 單機身 公司貨過保 台東、高雄、台南,http://market.dcview.com/post/386931
1151,Z9,1,130000,高雄市,2023-12-24,Nikon Z9,http://market.dcview.com/post/386928
1152,Z5,1,25000,台南市,2023-12-23,Nikon Z5 單機身 公司貨過保,http://market.dcview.com/post/386833
1153,Z5,1,22000,台中市,2023-12-23,Nikon z5 平輸,http://market.dcview.com/post/386769
1154,Z5,1,25000,高雄市,2023-12-22,Nikon Z5 公司貨過保,http://market.dcview.com/post/386541
1155,Z50,1,28000,新北市,2023-12-22,保固內23/11/8購入Nikon Z50 DX16-50&DX50-250,http://market.dcview.com/post/386523
1156,Z5,1,25000,高雄市,2023-12-21,Nikon Z5 公司貨過保,http://market.dcview.com/post/386436
1157,Z9,1,130000,高雄市,2023-12-21,Nikon Z9,http://market.dcview.com/post/386359
1159,Z50,1,32000,新北市,2023-12-20,尼康Nikon Z50 DX16-50&DX50-250 近全新,http://market.dcview.com/post/386295
1160,Z8,1,95000,新北市,2023-12-20,〔〕Z8 公司貨 單機身,http://market.dcview.com/post/386274
1161,Z8,1,108000,高雄市,2023-12-19,Nikon Z8,http://market.dcview.com/post/386069
1162,Z5,1,22000,台北市,2023-12-19,極新 相機王水貨過保 Nikon Z5,http://market.dcview.com/post/386028
1164,Z6,1,26500,桃園市,2023-12-19,Nikon Z6 單機身 (國祥公司貨) 含2電池,http://market.dcview.com/post/385949
1165,Z9,1,130000,高雄市,2023-12-19,Nikon Z9,http://market.dcview.com/post/385893
1166,Z5,1,23000,新竹市,2023-12-19,NIKON Z5,http://market.dcview.com/post/385890
1169,Z5,1,26000,高雄市,2023-12-17,Nikon Z5 平輸,http://market.dcview.com/post/385471
1170,Z5,1,23000,新竹市,2023-12-16,NIKON Z5,http://market.dcview.com/post/385276
1171,Z9,1,130000,高雄市,2023-12-16,Nikon Z9,http://market.dcview.com/post/385269
1172,Z6,1,19000,新北市,2023-12-14,Nikon Z6 i 單機身,http://market.dcview.com/post/384928
1174,Z6,2,38000,新北市,2023-12-13,保固內 Nikon Z6II Z62 Z6 二代 單機身 購買兩個月,http://market.dcview.com/post/384625
1176,Z5,1,23000,高雄市,2023-12-10,Nikon Z5,http://market.dcview.com/post/384007
1177,ZF,1,69500,台中市,2023-12-07,全新 Zf 國祥 公司貨 單機身 Nikon Zf 未拆封,http://market.dcview.com/post/383559
1179,Z6,2,35000,高雄市,2023-12-07,Nikon z6ii 單機身(公司貨),http://market.dcview.com/post/383556
1181,Z6,2,40000,高雄市,2023-12-06,Nikon z6ii 單機身(公司貨),http://market.dcview.com/post/383206
1182,Z7,2,62000,高雄市,2023-12-03,Nikon Z7II 公司貨,http://market.dcview.com/post/382701
1183,Z6,1,25000,台中市,2023-12-03,Nikon Z6,http://market.dcview.com/post/382567
1185,Z7,2,62000,高雄市,2023-12-03,Nikon Z7II 公司貨,http://market.dcview.com/post/382557
1186,Z7,2,62000,高雄市,2023-12-02,Nikon Z7II 公司貨,http://market.dcview.com/post/382376
1187,Z50,1,13000,桃園市,2023-11-30,NIKON z 50 1.8s (公司貨) 相機王,http://market.dcview.com/post/381959
1188,Z6,1,25500,台中市,2023-11-30,Nikon Z6 公司貨,http://market.dcview.com/post/381949
1190,Z7,2,57000,台中市,2023-11-28,z72 z7II,http://market.dcview.com/post/381658
1193,Z50,1,14500,台北市,2023-11-23,Z 50 1.8S 保固內公司貨,http://market.dcview.com/post/380619
1194,Z50,1,16000,桃園市,2023-11-21,Nikon Z50 單機身 (國祥公司貨),http://market.dcview.com/post/380146
1195,Z6,1,30000,高雄市,2023-11-20,Nikon Z6,http://market.dcview.com/post/380014
1196,Z6,2,22000,台中市,2023-11-20,Z6 Z6ii 公司貨,http://market.dcview.com/post/379948
1197,Z6,2,22000,台中市,2023-11-20,第二台 Nikon Z6 II 公司貨,http://market.dcview.com/post/379946
1198,ZF,1,65000,台中市,2023-11-20,NIKON ZF,http://market.dcview.com/post/379938
1199,Z5,1,23000,台中市,2023-11-20,Nikon Z5,http://market.dcview.com/post/379918
1202,Z5,1,23000,台中市,2023-11-18,Nikon z5 相機王水貨,http://market.dcview.com/post/379603
1203,Z6,1,28000,台南市,2023-11-16,Nikon Z6 公司貨保固內,http://market.dcview.com/post/379208
1204,Z7,2,56000,新北市,2023-11-16,Nikon Z7II 單機身公司貨,http://market.dcview.com/post/379036
1205,Z6,1,28000,台南市,2023-11-15,Nikon Z6 公司貨保固內,http://market.dcview.com/post/378976
1209,Z7,2,62000,高雄市,2023-11-13,Nikon Z7II 公司貨,http://market.dcview.com/post/378434
1210,Z6,1,26000,新北市,2023-11-13,尼康 Z6 公司貨,http://market.dcview.com/post/378356
1211,Z7,2,62000,高雄市,2023-11-12,Nikon Z7II,http://market.dcview.com/post/378251
1213,Z5,1,27000,新北市,2023-11-11,Nikon Z5 公保固內,http://market.dcview.com/post/378049
1214,Z7,2,62000,高雄市,2023-11-11,Nikon Z7II,http://market.dcview.com/post/378012
1217,Z9,1,125000,台北市,2023-11-10,Nikon Z9 公司貨,http://market.dcview.com/post/377867
1218,Z9,1,125000,台南市,2023-11-10,Nikon Z9 公司貨,http://market.dcview.com/post/377866
1219,Z9,1,125000,新北市,2023-11-10,Nikon Z9 公司貨,http://market.dcview.com/post/377865
1220,Z50,1,11000,高雄市,2023-11-10,Z50 1.8,http://market.dcview.com/post/377687
1224,Z7,2,56000,桃園市,2023-11-09,【售】Nikon Z7 II 全機包膜 公司貨 全機包膜,http://market.dcview.com/post/377556
1225,Z6,1,25000,新竹縣,2023-11-09,NIKON Z6 快門三萬多,http://market.dcview.com/post/377498
1226,Z6,2,37000,新竹市,2023-11-09,Z6 II 快門4XXX,http://market.dcview.com/post/377497
1229,Z6,2,42000,桃園市,2023-11-08,Nikon Z6ii 單機身,http://market.dcview.com/post/377431
1233,Z50,1,16000,桃園市,2023-11-05,Nikon Z50 單機身 國祥公司貨,http://market.dcview.com/post/376682
1234,Z6,1,25000,新竹縣,2023-11-04,NIKON Z6 快門三萬多,http://market.dcview.com/post/376528
1235,Z6,2,38000,新竹縣,2023-11-04,Z6 II 快門4XXX,http://market.dcview.com/post/376527
1236,Z6,2,34000,高雄市,2023-11-04,nikon Z6II 公司貨保固內,http://market.dcview.com/post/376514
1237,Z50,1,16000,桃園市,2023-11-01,Nikon Z50 單機身 國祥公司貨,http://market.dcview.com/post/375949
1238,Z5,1,27000,桃園市,2023-11-01,Nikon Z5 公司貨 保固內,http://market.dcview.com/post/375920
1239,Z5,1,25000,彰化縣,2023-10-31,Z5 公司貨,http://market.dcview.com/post/375682
1240,Z6,1,23000,台中市,2023-10-31,Nikon Z6,http://market.dcview.com/post/375646
1241,Z5,1,25000,台北市,2023-10-31,Nikon Z5 機身 相機王水貨過保,http://market.dcview.com/post/375622
1242,Z5,1,28000,桃園市,2023-10-30,Nikon Z5 公司貨 保固內,http://market.dcview.com/post/375493
1243,Z6,2,35000,台北市,2023-10-30,Z6II 公司貨 過保 另售128 CFB卡,http://market.dcview.com/post/375278
1246,Z6,2,38000,新竹縣,2023-10-28,Z6 II 快門4XXX,http://market.dcview.com/post/375056
1248,Z7,1,40000,台北市,2023-10-28,Nikon Z7 國祥公司貨,http://market.dcview.com/post/374956
1249,Z8,1,110000,雲林縣,2023-10-27,Nikon Z8 單機身公司貨,http://market.dcview.com/post/374860
1250,Z8,1,115000,新北市,2023-10-26,出售 Nikon Z8 單機身公司貨 、ProGrade CF Type B 325G 1700MB/s Cobalt 記憶卡、ProGrade CF/SD 專用雙讀卡機,http://market.dcview.com/post/374608
1252,Z6,1,23000,新北市,2023-10-26,Nikon Z6,http://market.dcview.com/post/374501
1253,Z30,1,20000,桃園市,2023-10-25,z30,http://market.dcview.com/post/374475
1254,Z6,2,38000,桃園市,2023-10-24,NIKON Z6II 單機身(過保公司貨),http://market.dcview.com/post/374268
1255,Z9,1,125000,新北市,2023-10-24,Nikon Z9 公司貨,http://market.dcview.com/post/374222
1256,Z8,1,110000,台南市,2023-10-24,Nikon Z8 保內公司貨,http://market.dcview.com/post/374116
1257,ZFC,1,21000,桃園市,2023-10-24,Nikon zfc 公司貨保內,http://market.dcview.com/post/374087
1258,Z5,1,24000,台北市,2023-10-23,Nikon Z5 單機身,http://market.dcview.com/post/374044
1259,Z8,1,110000,雲林縣,2023-10-23,Nikon z8,http://market.dcview.com/post/374041
1260,Z7,2,55000,台北市,2023-10-23,Z7II 保內,http://market.dcview.com/post/373911
1262,Z9,1,130000,新北市,2023-10-23,Nikon Z9 公司貨 含提籠,http://market.dcview.com/post/373887
1263,Z6,1,17000,新北市,2023-10-23,nikon z6,http://market.dcview.com/post/373825
1264,Z8,1,110000,台北市,2023-10-21,nikon z8 公司貨單機身,http://market.dcview.com/post/373549
1265,Z7,2,54000,桃園市,2023-10-20,Nikon Z7 II 2代 單機身 含2電池,http://market.dcview.com/post/373267
1266,Z8,1,116000,台北市,2023-10-19,Nikon Z8 公司貨 包膜 幾乎全新,http://market.dcview.com/post/373122
1267,Z6,1,22500,新北市,2023-10-19,Nikon z6 公司貨過保如新,http://market.dcview.com/post/373081
1268,Z7,2,55000,新北市,2023-10-18,Nikon z7II 平輸保內,http://market.dcview.com/post/372944
1269,Z7,2,52500,台南市,2023-10-18,Nikon Z7II 保固內 單機身,http://market.dcview.com/post/372884
1270,Z6,2,40500,彰化縣,2023-10-18,Nikon z6ii 單機身,http://market.dcview.com/post/372855
1271,Z5,1,28000,高雄市,2023-10-18,Nikon z5,http://market.dcview.com/post/372833
1272,Z50,1,11000,台中市,2023-10-16,Nikon Z 50 1.8 平輸,http://market.dcview.com/post/372646
1273,Z7,2,58000,台北市,2023-10-16,Nikon Z7II 公司貨 過保,http://market.dcview.com/post/372607
1274,Z6,2,39000,高雄市,2023-10-16,【售】Nikon Z6ii,http://market.dcview.com/post/372510
1275,Z6,2,35000,台北市,2023-10-16,Z6II,http://market.dcview.com/post/372461
1276,Z8,1,114000,台南市,2023-10-16,NIKON Z8 單機身全新公司貨,http://market.dcview.com/post/372450
1277,Z6,1,24000,新竹市,2023-10-15,NIKON Z6 快門三萬多,http://market.dcview.com/post/372281
1278,Z50,1,13500,桃園市,2023-10-14,【售】 Nikon Z50 單機身 公司貨過保,http://market.dcview.com/post/372104
1279,Z8,1,114000,台南市,2023-10-14,NIKON Z8 單機身全新公司貨,http://market.dcview.com/post/372046
1281,Z8,1,114500,台北市,2023-10-13,Nikon Z8 公司貨 極新品,http://market.dcview.com/post/371887
1282,Z8,1,144000,台南市,2023-10-13,NIKON Z8 24-120套組(公司貨),http://market.dcview.com/post/371868
1283,Z7,2,50000,台北市,2023-10-13,NIKON Z7ii BODY 公 / 水 不拘,http://market.dcview.com/post/371855
1284,Z8,1,118900,台北市,2023-10-12,Nikon Z8 全新公司貨★送主副螢幕保護貼★可開統編,http://market.dcview.com/post/371790
1285,Z5,1,25000,台北市,2023-10-12,NIKON Z5(相機王水貨過保),http://market.dcview.com/post/371755
1286,Z7,2,59000,桃園市,2023-10-12,二手 Nikon Z7II 公司貨 盒裝完整,http://market.dcview.com/post/371753
1289,Z8,1,120000,台北市,2023-10-11,Nikon Z8 機身 公司貨,http://market.dcview.com/post/371549
1290,Z8,1,146000,台南市,2023-10-11,NIKON Z8 24-120套組(公司貨),http://market.dcview.com/post/371534
1291,Z6,1,32000,桃園市,2023-10-11,Z6 z50f1.8s,http://market.dcview.com/post/371460
1292,Z7,2,56000,桃園市,2023-10-09,Nikon Z7 II 2代 單機身 含2電池,http://market.dcview.com/post/371189
1293,Z6,2,47000,新北市,2023-10-09,Nikon Z6ii 公司貨快門不到1000,http://market.dcview.com/post/371177
1294,Z6,1,25000,屏東縣,2023-10-09,Nikon Z6 單機身,http://market.dcview.com/post/371174
1295,Z8,1,120000,台南市,2023-10-09,NIKON Z8 單機身全新公司貨,http://market.dcview.com/post/371092
1297,Z8,1,120900,台北市,2023-10-08,Nikon Z8 全新公司貨★送主副螢幕保護貼★可開統編,http://market.dcview.com/post/370937
1298,Z8,1,120000,台北市,2023-10-08,Nikon Z8 公司貨 單機身 含1TB CF卡,http://market.dcview.com/post/370905
1299,Z5,1,24000,嘉義市,2023-10-08,nikon z5/85 1.8s/35 1.8s,http://market.dcview.com/post/370863
1301,Z7,2,60500,桃園市,2023-10-07,二手 Nikon Z7II 公司貨 盒裝完整,http://market.dcview.com/post/370726
1302,Z7,2,65000,桃園市,2023-10-07,二手 Nikon Z7II 公司貨 盒裝完整,http://market.dcview.com/post/370697
1303,Z6,2,39500,高雄市,2023-10-07,Nikon Z6ii (相機王水貨）,http://market.dcview.com/post/370691
1304,Z6,2,35000,台中市,2023-10-07,Nikon Z6ii 公司貨過保,http://market.dcview.com/post/370680
1306,Z9,1,130000,新北市,2023-10-06,NIKON Z9 單機身 公司貨,http://market.dcview.com/post/370601
1307,ZF,1,67000,台北市,2023-10-06,全新公司貨 Nikon ZF 單機身,http://market.dcview.com/post/370576
1309,Z6,1,28000,嘉義縣,2023-10-06,Nikon z6 過保公司貨,http://market.dcview.com/post/370440
1310,Z8,1,121500,台北市,2023-10-05,Nikon Z8 全新公司貨★附主副螢幕保護貼★可開統編,http://market.dcview.com/post/370341
1312,Z8,1,117000,桃園市,2023-10-05,Z8 公司貨 單機身,http://market.dcview.com/post/370263
1313,ZF,1,23000,南投縣,2023-10-03,售Zeiss Makro-Planar T* 2/50 ZF.2,http://market.dcview.com/post/369898
1314,Z8,1,120700,台北市,2023-10-02,Nikon Z8 公司貨 近新品,http://market.dcview.com/post/369709
1315,Z6,1,26000,桃園市,2023-10-02,Nikon Z6 單機身 含2電池,http://market.dcview.com/post/369624
1316,Z6,2,40000,新北市,2023-10-02,NIKON Z6ii BODY 國祥公司貨,http://market.dcview.com/post/369578
1317,Z8,1,120000,台北市,2023-10-01,Nikon Z8 公司貨 近全新品,http://market.dcview.com/post/369515
1318,Z8,1,122500,台北市,2023-10-01,Nikon Z8 全新公司貨★附主副螢幕保護貼★可開統編,http://market.dcview.com/post/369414
1324,Z6,2,42000,高雄市,2023-09-30,Nikon z6II 公司貨,http://market.dcview.com/post/369285
1329,Z7,2,62000,桃園市,2023-09-28,二手 Nikon Z7II 公司貨 盒裝完整,http://market.dcview.com/post/369014
1330,Z8,1,118000,台北市,2023-09-28,Nikon Z8 公司貨 包膜 幾乎全新,http://market.dcview.com/post/369009
1332,Z8,1,120000,台北市,2023-09-27,Nikon Z8 公司貨 包膜 幾乎全新 這週前面交送原電一顆,http://market.dcview.com/post/368820
1333,Z6,2,40000,高雄市,2023-09-26,Nikon Z6ii (相機王水貨）,http://market.dcview.com/post/368601
1337,Z6,2,40000,新北市,2023-09-23,Z6ii,http://market.dcview.com/post/368156
1339,Z6,1,25000,新北市,2023-09-22,Z6 水貨過保,http://market.dcview.com/post/367958
1340,Z5,1,33500,台北市,2023-09-22,Z5 / Z 24-70 f4S,http://market.dcview.com/post/367937
1341,Z6,1,28000,嘉義縣,2023-09-22,Z6 過保公司貨,http://market.dcview.com/post/367902
1342,Z6,1,26500,桃園市,2023-09-22,Nikon Z6 單機身 含2電池,http://market.dcview.com/post/367885
1343,Z8,1,120000,台北市,2023-09-22,Nikon Z8 公司貨 包膜 幾乎全新,http://market.dcview.com/post/367880
1344,Z9,1,130000,新北市,2023-09-21,NIKON Z9 單機身 公司貨,http://market.dcview.com/post/367711
1345,Z8,1,115000,台北市,2023-09-21,代友售Nikon Z8(公司貨保固中),http://market.dcview.com/post/367682
1346,Z5,1,25000,台中市,2023-09-20,售 NIKON Z5,http://market.dcview.com/post/367525
1347,Z5,1,25000,台中市,2023-09-20,售 NIKON Z5,http://market.dcview.com/post/367449
1348,Z5,1,25000,台中市,2023-09-19,售 NIKON Z5,http://market.dcview.com/post/367349
1349,Z8,1,120000,台北市,2023-09-19,Nikon Z8 公司貨 包膜 幾乎全新,http://market.dcview.com/post/367337
1350,Z6,2,44000,台南市,2023-09-19,全新未使用 國祥公司貨 NIKON Z6II Z62 無反 台南可面交 保固兩年 Z7 Z7II Z8,http://market.dcview.com/post/367317
1351,Z5,1,25000,台中市,2023-09-19,售 NIKON Z5,http://market.dcview.com/post/367251
1354,Z6,2,44000,台南市,2023-09-16,全新未使用 國祥公司貨 NIKON Z6II Z62 無反 台南可面交 保固兩年 Z7 Z7II Z8,http://market.dcview.com/post/366791
1355,Z7,2,60000,台北市,2023-09-15,賣Nikon Z7II 公司貨 過保 快門31XXX,http://market.dcview.com/post/366663
1356,Z6,2,44000,台南市,2023-09-14,全新未使用 國祥公司貨 NIKON Z6II Z62 無反 台南可面交 保固兩年 Z7 Z7II Z8,http://market.dcview.com/post/366484
1360,Z9,1,125000,台南市,2023-09-11,Z9 公司貨,http://market.dcview.com/post/365903
1361,Z9,1,135000,新北市,2023-09-11,Nikon Z9,http://market.dcview.com/post/365841
1362,Z7,1,41000,桃園市,2023-09-11,Nikon Z7 單機身 含2電池 國祥公司貨,http://market.dcview.com/post/365793
1363,Z7,2,60000,台北市,2023-09-11,賣Nikon Z7II 公司貨 過保 快門31XXX,http://market.dcview.com/post/365767
1364,Z9,1,154000,新北市,2023-09-09,Nikon Z9 單機身 (全新) 公司貨,http://market.dcview.com/post/365396
1365,Z7,1,42000,高雄市,2023-09-09,《售》Nikon Z7 國祥公司貨,http://market.dcview.com/post/365372
1366,Z9,1,140000,新北市,2023-09-09,Nikon Z9,http://market.dcview.com/post/365345
1368,Z9,1,140000,新北市,2023-09-07,NIKON Z9 單機身 公司貨,http://market.dcview.com/post/365112
1369,ZFC,1,25000,台中市,2023-09-06,NIKON ZFC,http://market.dcview.com/post/364798
1370,Z9,1,125000,台南市,2023-09-06,Z9 公司貨已過保,http://market.dcview.com/post/364706
1372,Z9,1,140000,新北市,2023-09-02,NIKON Z9 單機身 公司貨,http://market.dcview.com/post/364030
1373,ZFC,1,28000,桃園市,2023-09-01,Nikon zfc 黑機 公司貨保內,http://market.dcview.com/post/363742
1375,Z6,2,40000,新北市,2023-08-31,Nikon Z6 II 機身 (公司貨) Z6II Z62 FTZ,http://market.dcview.com/post/363525
1376,Z6,2,45000,高雄市,2023-08-31,Nikon z6ii,http://market.dcview.com/post/363503
1377,Z9,1,140000,新北市,2023-08-30,NIKON Z9 單機身 公司貨,http://market.dcview.com/post/363427
1379,Z5,1,22000,台中市,2023-08-28,Z5 公水不拘 有盒單就好,http://market.dcview.com/post/362895
1381,Z6,2,38800,台北市,2023-08-22,Nikon Z6ll Z6 II 單機身 快門數13319,http://market.dcview.com/post/361915
1382,Z5,1,23000,台中市,2023-08-21,Nikon Z5,http://market.dcview.com/post/361706
1383,ZFC,1,30000,桃園市,2023-08-20,Nikon zfc 黑機 公司盒保內,http://market.dcview.com/post/361582
1384,Z9,1,130000,台南市,2023-08-18,Z9 公司貨已過保,http://market.dcview.com/post/361058
1385,Z7,2,60000,台北市,2023-08-17,賣Nikon Z7II 公司貨 過保 快門29XXX,http://market.dcview.com/post/361003
1389,Z7,1,42000,台北市,2023-08-11,NIKON Z7 國祥公司貨,http://market.dcview.com/post/359729
1390,Z6,1,23000,台北市,2023-08-11,Z6 單機身＋配件,http://market.dcview.com/post/359721
1391,Z7,2,60000,台北市,2023-08-10,賣Nikon Z7II 公司貨 過保 快門28XXX,http://market.dcview.com/post/359648
1393,Z6,1,25800,新竹縣,2023-08-10,NIKON Z6 單機身 快門數20xxx 公司過保貨,http://market.dcview.com/post/359608
1395,Z6,1,23000,台北市,2023-08-09,Z6 單機身＋配件,http://market.dcview.com/post/359414
1396,Z6,1,25000,台北市,2023-08-09,Z6 單機身,http://market.dcview.com/post/359326
1398,Z5,1,27000,新北市,2023-08-06,Nikon z5 平輸過保,http://market.dcview.com/post/358807
1400,Z6,2,32000,桃園市,2023-08-05,二手 Nikon Z6ii 單機身 z62 日英版 盒單在 已過保,http://market.dcview.com/post/358491
1403,Z30,1,15000,台北市,2023-08-03,Nikon Z30 公司貨保固內,http://market.dcview.com/post/358197
1404,Z6,1,20000,台北市,2023-08-03,NIKON Z6 單機身 公司貨,http://market.dcview.com/post/358191
1405,Z6,1,24000,新北市,2023-08-02,NIKON Z6 單機身 公司貨,http://market.dcview.com/post/358007
1406,Z6,1,27000,台中市,2023-07-31,Nikon Z6 公司貨,http://market.dcview.com/post/357754
1409,Z50,1,30000,台北市,2023-07-31,nikon z50 16-50 50-250,http://market.dcview.com/post/357655
1411,Z6,2,34000,台北市,2023-07-28,Nikon Z62 Z6II 公司貨 過保,http://market.dcview.com/post/357219
1412,Z7,1,40000,台中市,2023-07-28,nikon z7 公司貨,http://market.dcview.com/post/357208
1416,Z5,1,24000,新北市,2023-07-25,Nikon Z5,http://market.dcview.com/post/356495
1417,Z50,1,30000,台北市,2023-07-25,NIKON Z50 16-50 50-250,http://market.dcview.com/post/356470
1419,Z7,2,60000,台北市,2023-07-24,賣Nikon Z7II 公司貨 過保 快門28XXX,http://market.dcview.com/post/356359
1420,Z7,2,70000,台北市,2023-07-24,Nikon Z7II 公司貨 過保 貼錢換Z9,http://market.dcview.com/post/356358
1422,Z6,2,45000,台北市,2023-07-23,nikon Z6II Z62 公司貨2年保,http://market.dcview.com/post/356015
1424,Z7,1,45000,嘉義縣,2023-07-20,Nikon Z7 水貨過保,http://market.dcview.com/post/355511
1426,Z6,2,38500,新北市,2023-07-19,Nikon Z6II Z62 Z6 二代,http://market.dcview.com/post/355281
1427,Z6,2,38000,高雄市,2023-07-18,二手 Nikon Z6ii 單機身 z62 尼康 z6 二代 ii 快門數46045 水貨 已過保,http://market.dcview.com/post/355095
1428,Z5,1,29900,新北市,2023-07-17,Nikon Z5 單機身/近全新,http://market.dcview.com/post/355067
1431,Z50,1,22000,台北市,2023-07-16,nikon z50 16-50 50-250,http://market.dcview.com/post/354733
1432,Z7,2,70000,台北市,2023-07-13,Nikon Z7II 公司貨 過保 換Z9,http://market.dcview.com/post/354263
1433,Z7,2,59000,台北市,2023-07-13,賣Nikon Z7II 公司貨 過保,http://market.dcview.com/post/354262
1435,Z7,2,59000,台北市,2023-07-10,賣Nikon Z7II 公司貨 過保,http://market.dcview.com/post/353639
1436,Z6,2,38800,台北市,2023-07-09,NIKON Z6ll Z6 II 單機身 全幅單眼相機 快門數45760,http://market.dcview.com/post/353451
1438,Z5,1,27000,台北市,2023-07-09,Nikon Z5 平輸保固內,http://market.dcview.com/post/353364
1439,Z30,1,16800,桃園市,2023-07-08,Nikon Z30 機身或含16-50,http://market.dcview.com/post/353183
1440,Z7,2,59000,台北市,2023-07-07,賣Nikon Z7II 公司貨 過保,http://market.dcview.com/post/353118
1442,Z7,2,59000,台北市,2023-07-06,賣Nikon Z7II 公司貨 過保,http://market.dcview.com/post/352882
1446,Z7,2,70000,台北市,2023-07-02,Nikon Z7II 公司貨 過保 貼錢換Z9,http://market.dcview.com/post/352124
1447,Z6,2,47000,桃園市,2023-07-01,售全新 Nikon Z6II,http://market.dcview.com/post/352042
1449,Z9,1,125000,新北市,2023-06-30,nikon Z9 平輸,http://market.dcview.com/post/351819
1450,Z6,1,28000,台中市,2023-06-30,Nikon Z6,http://market.dcview.com/post/351793
1451,Z9,1,135000,新北市,2023-06-29,【售】NIKON Z9 公司貨,http://market.dcview.com/post/351759
1452,Z7,2,60000,桃園市,2023-06-29,NIKON Z7II,http://market.dcview.com/post/351735
1454,Z5,1,26000,台北市,2023-06-27,Nikon z5,http://market.dcview.com/post/351397
1455,ZF,1,30000,台北市,2023-06-27,Zeiss Milvus 100M ZF.2 石利洛公司貨,http://market.dcview.com/post/351319
1456,Z6,2,51111,屏東縣,2023-06-26,Nikon Z5 or Z6ii or Z7ii 無反機身 公司貨,http://market.dcview.com/post/351243
1457,Z7,2,62000,台北市,2023-06-26,Nikon z7 ii 公司貨 低快門,http://market.dcview.com/post/351207
1459,Z5,1,27000,新北市,2023-06-23,NIKON Z5 平輸保固內,http://market.dcview.com/post/350654
1460,Z7,2,59000,台中市,2023-06-21,Nikon Z7ii,http://market.dcview.com/post/350416
1461,Z9,1,130000,台北市,2023-06-20,z9 公司貨過保,http://market.dcview.com/post/350347
